,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
23138,of:000000000000000a,Port#:2,460,6323052,12879197,921,317,0,0,0,0,28,2125,788899,31,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3756,3647,-1,Overflow,Attack
23139,of:000000000000000a,Port#:3,1018,12911669,6373570,957,317,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,3756,3647,-1,Overflow,Attack
23140,of:000000000000000a,Port#:4,1125,19220449,302824,597,317,0,0,0,0,31,788897,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,3756,3647,-1,Overflow,Attack
23141,of:000000000000000c,Port#:1,513,12618237,6666529,891,347,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,2947,2846,-1,Overflow,Attack
23142,of:000000000000000c,Port#:2,495,12617027,6587167,895,347,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,2947,2846,-1,Overflow,Attack
23143,of:000000000000000c,Port#:3,436,267250,6403170,472,347,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,2947,2846,-1,Overflow,Attack
23144,of:000000000000000c,Port#:4,981,6777873,12884436,938,347,0,0,0,0,33,2764,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,5,2947,2846,-1,Overflow,Attack
23145,of:000000000000000a,Port#:1,324,6313824,6579442,781,347,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,7,4617,4508,-1,Overflow,Attack
23146,of:000000000000000a,Port#:2,460,6323052,12882123,944,347,0,0,0,0,0,0,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,7,4617,4508,-1,Overflow,Attack
23147,of:000000000000000a,Port#:3,1176,12923782,6376412,978,347,0,0,0,0,4,556,560,4,4,0,0,0,0,4,26407,12607176,26407,12607176,26407,True,0,7,4617,4508,-1,Overflow,Attack
23148,of:000000000000000a,Port#:4,1283,19232538,19215963,1141,347,0,0,0,0,4,556,920448,36,5,0,0,0,0,5,0,0,0,0,0,True,0,7,4617,4508,-1,Overflow,Attack
23149,of:000000000000000c,Port#:1,687,18921664,6679272,1056,382,0,0,0,0,0,0,322,3,5,0,0,0,0,1,0,0,0,0,0,True,0,8,3646,3545,-1,Overflow,Attack
23150,of:000000000000000c,Port#:2,809,18929986,12903290,1233,382,0,0,0,0,0,0,322,3,5,0,0,0,0,2,0,0,0,0,0,True,0,8,3646,3545,-1,Overflow,Attack
23151,of:000000000000000c,Port#:3,460,270392,6406292,495,382,0,0,0,0,3,320,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3646,3545,-1,Overflow,Attack
23152,of:000000000000000c,Port#:4,1146,6790589,19191022,1136,382,0,0,0,0,3,320,322,3,5,0,0,0,0,4,0,0,0,0,0,True,0,8,3646,3545,-1,Overflow,Attack
23153,of:000000000000000a,Port#:1,460,6323072,12886009,979,382,0,0,0,0,0,0,322,3,4,0,0,0,0,1,0,0,0,0,0,True,0,6,5227,5118,-1,Overflow,Attack
23154,of:000000000000000a,Port#:2,569,6330242,18137531,1107,382,0,0,0,0,109,7190,5252524,141,4,0,0,0,0,2,577640,5777208,577640,5777208,577640,True,0,6,5227,5118,-1,Overflow,Attack
23155,of:000000000000000a,Port#:3,1201,12926966,6386682,1109,382,0,0,0,0,3,320,7470,111,4,0,0,0,0,3,706,7602,706,7602,706,True,0,6,5227,5118,-1,Overflow,Attack
23156,of:000000000000000a,Port#:4,1619,30791285,19228417,1302,382,0,0,0,0,141,5252522,322,3,4,0,0,0,0,4,0,0,0,0,0,True,0,6,5227,5118,-1,Overflow,Attack
23157,of:000000000000000c,Port#:1,687,18921664,6682632,1080,417,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,4347,4246,-1,Overflow,Attack
23158,of:000000000000000c,Port#:2,1157,31536840,12926186,1544,417,0,0,0,0,35,1051159,2685,32,5,0,0,0,0,2,0,0,0,0,0,True,0,6,4347,4246,-1,Overflow,Attack
23159,of:000000000000000c,Port#:3,484,273728,12713145,694,417,0,0,0,0,4,556,1051719,39,5,0,0,0,0,3,0,0,0,0,0,True,0,6,4347,4246,-1,Overflow,Attack
23160,of:000000000000000c,Port#:4,1457,6813461,25497743,1333,417,0,0,0,0,32,2681,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,4347,4246,-1,Overflow,Attack
23161,of:000000000000000a,Port#:1,633,12626433,12898510,1137,417,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,9067,0,9067,0,True,0,6,5687,5578,-1,Overflow,Attack
23162,of:000000000000000a,Port#:2,600,6332564,19192050,1166,417,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,5687,5578,-1,Overflow,Attack
23163,of:000000000000000a,Port#:3,1225,12930302,6392364,1164,417,0,0,0,0,4,556,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,6,5687,5578,-1,Overflow,Attack
23164,of:000000000000000a,Port#:4,1812,31854921,25535138,1499,417,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,6303287,0,6303287,0,True,0,6,5687,5578,-1,Overflow,Attack
23165,of:000000000000000c,Port#:1,687,18921664,6685278,1101,447,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,5041,4940,-1,Overflow,Attack
23166,of:000000000000000c,Port#:2,1423,31554942,25535686,1913,447,0,0,0,0,30,2257,1182709,40,4,0,0,0,0,2,0,6303353,0,6303353,0,True,0,6,5041,4940,-1,Overflow,Attack
23167,of:000000000000000c,Port#:3,505,276356,12733767,978,447,0,0,0,0,2,278,2537,32,4,0,0,0,0,3,0,0,0,0,0,True,0,6,5041,4940,-1,Overflow,Attack
23168,of:000000000000000c,Port#:4,1826,19422943,25500389,1354,447,0,0,0,0,40,1182707,280,2,4,0,0,0,0,4,0,0,0,0,0,True,0,6,5041,4940,-1,Overflow,Attack
23169,of:000000000000000a,Port#:1,633,12626433,12901156,1158,447,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,6294,6185,-1,Overflow,Attack
23170,of:000000000000000a,Port#:2,734,6341681,25498122,1361,447,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,6303352,0,6303352,0,True,0,8,6294,6185,-1,Overflow,Attack
23171,of:000000000000000a,Port#:3,1246,12932930,6394884,1182,447,0,0,0,0,2,278,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,6294,6185,-1,Overflow,Attack
23172,of:000000000000000a,Port#:4,2007,38160975,25546901,1654,447,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,9001,0,9001,0,True,0,8,6294,6185,-1,Overflow,Attack
23173,of:000000000000000c,Port#:1,13,1086,21732,156,215,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,763,663,-1,Overflow,Attack
23174,of:000000000000000c,Port#:1,13,1082,24605,183,237,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,540,444,-1,Overflow,Attack
23175,of:000000000000000c,Port#:1,175,5880492,51443,355,252,0,0,0,0,162,5879410,8220,120,5,0,0,0,0,3,0,0,0,0,0,True,0,8,1304,1207,-1,Overflow,Attack
23176,of:000000000000000c,Port#:1,331,6284567,6357866,557,267,0,0,0,0,22,1729,526639,27,5,0,0,0,0,3,172,9133,172,9133,172,True,0,8,1687,1585,-1,Overflow,Attack
23177,of:000000000000000c,Port#:1,331,6284567,6461192,643,277,0,0,0,0,0,0,560,4,5,0,0,0,0,1,630328,6303287,630328,6303287,630328,True,0,6,1865,1763,-1,Overflow,Attack
23178,of:000000000000000c,Port#:2,179,12688,6463089,538,277,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,9133,0,9133,0,True,0,6,1865,1763,-1,Overflow,Attack
23179,of:000000000000000c,Port#:1,332,6284637,6464280,679,292,0,0,0,0,0,0,2248,30,4,0,0,0,0,1,0,0,0,0,0,True,0,4,1948,1845,-1,Overflow,Attack
23180,of:000000000000000c,Port#:2,179,12688,6466177,574,292,0,0,0,0,0,0,2248,30,4,0,0,0,0,3,0,0,0,0,0,True,0,4,1948,1845,-1,Overflow,Attack
23181,of:000000000000000c,Port#:1,332,6284637,6465722,690,307,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,1981,1877,-1,Overflow,Attack
23182,of:000000000000000c,Port#:2,180,12758,6467619,585,307,0,0,0,0,0,0,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,4,1981,1877,-1,Overflow,Attack
23183,of:000000000000000c,Port#:1,332,6284637,6466842,698,322,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,2005,1901,-1,Overflow,Attack
23184,of:000000000000000c,Port#:2,180,12758,6468739,593,322,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,2005,1901,-1,Overflow,Attack
23185,of:000000000000000c,Port#:1,332,6284637,6468004,707,332,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2265,2161,-1,Overflow,Attack
23186,of:000000000000000c,Port#:2,325,5527542,6476785,706,332,0,0,0,0,145,5514784,7486,109,5,0,0,0,0,3,512085,5120858,512085,5120858,512085,True,0,6,2265,2161,-1,Overflow,Attack
23187,of:000000000000000c,Port#:1,332,6284637,6469404,717,347,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,2669,2565,-1,Overflow,Attack
23188,of:000000000000000c,Port#:2,527,12619521,6489535,879,347,0,0,0,0,32,919889,2751,33,5,0,0,0,0,3,0,6303286,0,6303286,0,True,0,8,2669,2565,-1,Overflow,Attack
23189,of:000000000000000c,Port#:1,13,1086,22614,163,225,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,784,683,-1,Overflow,Attack
23190,of:000000000000000c,Port#:1,10,856,10083,71,66,0,0,0,0,0,0,893,7,5,0,0,0,0,4,262672,2626728,262672,2626728,262672,True,0,6,357,269,-1,Overflow,Attack
23191,of:000000000000000c,Port#:1,192,6275078,110410,331,101,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1303,1214,-1,Overflow,Attack
23192,of:000000000000000c,Port#:2,327,6313976,6383002,488,101,0,0,0,0,0,0,560,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,1303,1214,-1,Overflow,Attack
23193,of:000000000000000c,Port#:1,192,6275078,233865,506,131,0,0,0,0,0,0,781,5,5,0,0,0,0,2,630341,12606706,630341,12606706,630341,True,0,8,2296,2202,-1,Overflow,Attack
23194,of:000000000000000c,Port#:2,599,6332471,19113381,1012,131,0,0,0,0,70,4895,3808610,103,5,0,0,0,0,4,899,18263,899,18263,899,True,0,8,2296,2202,-1,Overflow,Attack
23195,of:000000000000000c,Port#:1,193,6275148,237141,532,166,0,0,0,0,0,0,560,4,5,0,0,0,0,2,157663,1576634,157663,1576634,157663,True,0,6,2476,2379,-1,Overflow,Attack
23196,of:000000000000000c,Port#:2,661,6336587,21480915,1110,166,0,0,0,0,61,4046,2364888,77,5,0,0,0,0,4,324,3246,324,3246,324,True,0,6,2476,2379,-1,Overflow,Attack
23197,of:000000000000000c,Port#:1,193,6275148,240263,555,201,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,3054,2957,-1,Overflow,Attack
23198,of:000000000000000c,Port#:2,908,12645109,25432230,1367,201,0,0,0,0,0,0,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,3054,2957,-1,Overflow,Attack
23199,of:000000000000000c,Port#:1,193,6275148,243749,582,236,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,3848,3751,-1,Overflow,Attack
23200,of:000000000000000c,Port#:2,1245,14765279,38046524,1801,236,0,0,0,0,66,2101722,4408,62,5,0,0,0,0,4,0,0,0,0,0,True,0,8,3848,3751,-1,Overflow,Attack
23201,of:000000000000000c,Port#:1,193,6275148,247176,608,271,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,4139,4037,-1,Overflow,Attack
23202,of:000000000000000c,Port#:2,1352,18966934,38055508,1907,271,0,0,0,0,0,0,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,4139,4037,-1,Overflow,Attack
23203,of:000000000000000c,Port#:1,194,6275218,250088,630,301,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,4817,4712,-1,Overflow,Attack
23204,of:000000000000000c,Port#:2,1660,25279480,44371182,2240,301,0,0,0,0,77,5359,4464739,117,5,0,0,0,0,4,880,8803,880,8803,880,True,0,6,4817,4712,-1,Overflow,Attack
23205,of:000000000000000c,Port#:1,194,6275218,253252,654,336,0,0,0,0,0,0,602,5,5,0,0,0,0,2,0,0,0,0,0,True,0,4,4893,4788,-1,Overflow,Attack
23206,of:000000000000000c,Port#:2,1660,25279480,44374346,2264,336,0,0,0,0,0,0,602,5,5,0,0,0,0,4,0,0,0,0,0,True,0,4,4893,4788,-1,Overflow,Attack
23207,of:000000000000000c,Port#:1,368,12578640,265514,811,371,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,9066,0,9066,0,True,0,6,5269,5164,-1,Overflow,Attack
23208,of:000000000000000c,Port#:2,1660,25279480,44377468,2287,371,0,0,0,0,0,0,280,2,4,0,0,0,0,2,0,0,0,0,0,True,0,6,5269,5164,-1,Overflow,Attack
23209,of:000000000000000c,Port#:3,527,246073,39987,302,371,0,0,0,0,2,278,280,2,4,0,0,0,0,4,0,6303306,0,6303306,0,True,0,6,5269,5164,-1,Overflow,Attack
23210,of:000000000000000c,Port#:1,194,6275258,33185,312,235,0,0,0,0,26,657368,2029,24,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1151,1050,-1,Overflow,Attack
23211,of:000000000000000c,Port#:1,151,10487,6400493,414,131,0,0,0,0,0,0,823,6,4,0,0,0,0,1,118242,6303287,118242,6303287,118242,True,0,13,1887,1790,-1,Overflow,Attack
23212,of:000000000000000c,Port#:2,413,29675,6629736,568,131,0,0,0,0,0,0,893,7,4,0,0,0,0,4,252,9199,252,9199,252,True,0,13,1887,1790,-1,Overflow,Attack
23213,of:000000000000000c,Port#:1,294,5394091,6517585,629,161,0,0,0,0,143,5383604,7758,115,5,0,0,0,0,1,933,9331,933,9331,933,True,0,8,2726,2627,-1,Overflow,Attack
23214,of:000000000000000c,Port#:2,550,39018,13042711,843,161,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,2726,2627,-1,Overflow,Attack
23215,of:000000000000000c,Port#:3,307,259032,6402665,426,161,0,0,0,0,2,278,280,2,5,0,0,0,0,4,630255,6303419,630255,6303419,630255,True,0,8,2726,2627,-1,Overflow,Attack
23216,of:000000000000000c,Port#:1,506,12617779,6531513,810,191,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,0,0,0,0,True,0,6,3189,3090,-1,Overflow,Attack
23217,of:000000000000000c,Port#:2,684,48135,19349394,1045,191,0,0,0,0,0,0,602,5,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3189,3090,-1,Overflow,Attack
23218,of:000000000000000c,Port#:3,328,261854,6405549,448,191,0,0,0,0,5,598,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,3189,3090,-1,Overflow,Attack
23219,of:000000000000000c,Port#:1,506,12617779,6536017,854,226,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,3903,3804,-1,Overflow,Attack
23220,of:000000000000000c,Port#:2,823,57582,25626231,1242,226,0,0,0,0,30,2257,1182709,40,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3903,3804,-1,Overflow,Attack
23221,of:000000000000000c,Port#:3,351,264954,6419416,629,226,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,3903,3804,-1,Overflow,Attack
23222,of:000000000000000c,Port#:1,507,12617849,6539836,884,261,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,0,0,0,0,True,0,6,4204,4099,-1,Overflow,Attack
23223,of:000000000000000c,Port#:2,923,64178,30488508,1402,261,0,0,0,0,100,6596,4859060,135,5,0,0,0,0,3,0,0,0,0,0,True,0,6,4204,4099,-1,Overflow,Attack
23224,of:000000000000000c,Port#:3,381,268749,6423067,655,261,0,0,0,0,5,598,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,4204,4099,-1,Overflow,Attack
23225,of:000000000000000c,Port#:1,507,12617849,6542440,904,291,0,0,0,0,0,0,322,3,4,0,0,0,0,1,0,0,0,0,0,True,0,6,4673,4566,-1,Overflow,Attack
23226,of:000000000000000c,Port#:2,1136,6370459,31945504,1604,291,0,0,0,0,1,70,322,3,4,0,0,0,0,2,0,0,0,0,0,True,0,6,4673,4566,-1,Overflow,Attack
23227,of:000000000000000c,Port#:3,401,271335,6425587,673,291,0,0,0,0,3,320,280,2,4,0,0,0,0,3,0,0,0,0,0,True,0,6,4673,4566,-1,Overflow,Attack
23228,of:000000000000000c,Port#:4,1313,19155234,12854099,1200,291,0,0,0,0,4,390,322,3,4,0,0,0,0,4,0,0,0,0,0,True,0,6,4673,4566,-1,Overflow,Attack
23229,of:000000000000000a,Port#:1,1022,31527595,6567555,1269,291,0,0,0,0,0,0,322,3,4,0,0,0,0,1,0,0,0,0,0,True,0,6,4759,4652,-1,Overflow,Attack
23230,of:000000000000000a,Port#:2,775,12636102,19147872,1230,291,0,0,0,0,0,0,322,3,4,0,0,0,0,2,0,6303372,0,6303372,0,True,0,6,4759,4652,-1,Overflow,Attack
23231,of:000000000000000a,Port#:3,615,231064,18950647,884,291,0,0,0,0,3,320,350,3,4,0,0,0,0,3,0,9331,0,9331,0,True,0,6,4759,4652,-1,Overflow,Attack
23232,of:000000000000000a,Port#:4,1600,19140970,12834837,916,291,0,0,0,0,3,320,322,3,4,0,0,0,0,4,0,0,0,0,0,True,0,6,4759,4652,-1,Overflow,Attack
23233,of:000000000000000b,Port#:1,1066,25307621,12810497,1602,291,0,0,0,0,0,0,322,3,4,0,0,0,0,2,0,0,0,0,0,True,0,4,3405,3339,-1,Overflow,Attack
23234,of:000000000000000b,Port#:2,1107,12847739,6532693,762,291,0,0,0,0,3,322,322,3,4,0,0,0,0,3,0,0,0,0,0,True,0,4,3405,3339,-1,Overflow,Attack
23235,of:0000000000000003,Port#:1,774,17354537,12817302,1131,291,0,0,0,0,131,4727428,6808,101,4,0,0,0,0,1,0,0,0,0,0,True,0,10,4193,4090,-1,Overflow,Attack
23236,of:0000000000000003,Port#:2,652,6378433,17436068,1141,291,0,0,0,0,99,6530,4727776,134,4,0,0,0,0,2,0,0,0,0,0,True,0,10,4193,4090,-1,Overflow,Attack
23237,of:0000000000000003,Port#:3,328,78305,12703169,912,291,0,0,0,0,2,278,390,4,4,0,0,0,0,3,0,0,0,0,0,True,0,10,4193,4090,-1,Overflow,Attack
23238,of:0000000000000003,Port#:4,1409,25451300,12819155,1155,291,0,0,0,0,3,320,390,4,4,0,0,0,0,4,-630337,0,-630337,0,-630337,True,0,10,4193,4090,-1,Overflow,Attack
23239,of:0000000000000004,Port#:1,1239,19046321,12735721,950,291,0,0,0,0,3,320,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,4523,4412,-1,Overflow,Attack
23240,of:0000000000000004,Port#:2,1155,12819155,25451300,1409,291,0,0,0,0,4,390,320,3,5,0,0,0,0,2,0,0,0,0,0,True,0,8,4523,4412,-1,Overflow,Attack
23241,of:0000000000000004,Port#:3,528,6343271,218833,437,291,0,0,0,0,2,278,320,3,5,0,0,0,0,4,-630337,0,-630337,0,-630337,True,0,8,4523,4412,-1,Overflow,Attack
23242,of:0000000000000001,Port#:1,324,6284072,6496999,706,291,0,0,0,0,0,0,320,3,5,0,0,0,0,1,0,0,0,0,0,True,0,4,3059,2954,-1,Overflow,Attack
23243,of:0000000000000001,Port#:2,350,24745,6438604,718,291,0,0,0,0,0,0,390,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,3059,2954,-1,Overflow,Attack
23244,of:0000000000000001,Port#:3,1230,19016304,6391029,638,291,0,0,0,0,3,320,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,3059,2954,-1,Overflow,Attack
23245,of:000000000000000c,Port#:1,817,18930545,12858716,1242,326,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,5501,5394,-1,Overflow,Attack
23246,of:000000000000000c,Port#:2,1310,12673886,31958241,1766,326,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,9219,0,9219,0,True,0,7,5501,5394,-1,Overflow,Attack
23247,of:000000000000000c,Port#:3,425,274671,6429031,699,326,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,5501,5394,-1,Overflow,Attack
23248,of:000000000000000c,Port#:4,1614,19177350,19160904,1399,326,0,0,0,0,44,3473,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,7,5501,5394,-1,Overflow,Attack
23249,of:000000000000000a,Port#:1,1022,31527595,6570999,1295,326,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,5005,4897,-1,Overflow,Attack
23250,of:000000000000000a,Port#:2,775,12636102,19151316,1256,326,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,5005,4897,-1,Overflow,Attack
23251,of:000000000000000a,Port#:3,641,234484,18954007,908,326,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,5,5005,4897,-1,Overflow,Attack
23252,of:000000000000000a,Port#:4,1626,19144390,19141641,1115,326,0,0,0,0,4,556,1576798,51,5,0,0,0,0,4,183877,6303286,183877,6303286,183877,True,0,5,5005,4897,-1,Overflow,Attack
23253,of:000000000000000b,Port#:1,1240,31611023,12823148,1763,326,0,0,0,0,47,1576238,3477,44,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3762,3696,-1,Overflow,Attack
23254,of:000000000000000b,Port#:2,1133,12851183,12839567,962,326,0,0,0,0,4,560,1576798,51,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3762,3696,-1,Overflow,Attack
