,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
24149,of:0000000000000003,Port#:2,548,18912052,17358187,412239,767,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,8011,0,8011,0,True,0,6,979879,979763,-1,Normal,Normal
24150,of:0000000000000003,Port#:3,117926,11291370,38475273,315621,767,0,0,0,0,2,278,556,4,5,0,0,0,0,3,0,6303285,0,6303285,0,True,0,6,979879,979763,-1,Normal,Normal
24151,of:0000000000000003,Port#:4,303975,19097715,18097666,280092,767,0,0,0,0,2,278,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,979879,979763,-1,Normal,Normal
24152,of:0000000000000004,Port#:1,177518,13789793,12608490,299376,770,0,0,0,0,61,2101616,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,948036,947912,-1,Normal,Normal
24153,of:0000000000000004,Port#:2,280092,18097666,19097993,303977,770,0,0,0,0,2,278,556,4,5,0,0,0,0,4,223260,6303438,223260,6303438,223260,True,0,5,948036,947912,-1,Normal,Normal
24154,of:000000000000000c,Port#:1,2816,56816700,86643239,411109,1667,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,654797,654671,-1,Normal,Normal
24155,of:000000000000000c,Port#:2,3387,82021837,80368605,411352,1667,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,6303353,0,6303353,0,True,0,6,654797,654671,-1,Normal,Normal
24156,of:000000000000000c,Port#:3,177286,102014909,87717584,286637,1667,0,0,0,0,2,278,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,654797,654671,-1,Normal,Normal
24157,of:000000000000000c,Port#:4,350345,21125189,59426756,213034,1667,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,7745,0,7745,0,True,0,6,654797,654671,-1,Normal,Normal
24158,of:000000000000000a,Port#:1,2271,37904924,79758292,247494,1670,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,651839,651715,-1,Normal,Normal
24159,of:000000000000000a,Port#:2,2302,50489882,60862438,247182,1670,0,0,0,0,0,0,280,2,4,0,0,0,0,2,0,0,0,0,0,True,0,4,651839,651715,-1,Normal,Normal
24160,of:000000000000000a,Port#:3,177449,114608299,44313594,153183,1670,0,0,0,0,2,278,280,2,4,0,0,0,0,3,0,0,0,0,0,True,0,4,651839,651715,-1,Normal,Normal
24161,of:000000000000000a,Port#:4,349381,14764899,57087339,157058,1670,0,0,0,0,2,278,280,2,4,0,0,0,0,4,0,0,0,0,0,True,0,4,651839,651715,-1,Normal,Normal
24162,of:000000000000000b,Port#:1,2028,56762630,35365461,239616,1670,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,512105,512024,-1,Normal,Normal
24163,of:000000000000000b,Port#:2,185587,26779770,36636339,120450,1670,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,512105,512024,-1,Normal,Normal
24164,of:0000000000000003,Port#:1,315891,82545609,57501988,316796,1667,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,6,992886,992762,-1,Normal,Normal
24165,of:0000000000000003,Port#:2,3362,69437146,99443037,415957,1667,0,0,0,0,0,0,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,992886,992762,-1,Normal,Normal
24166,of:0000000000000003,Port#:3,120703,55563009,76437897,318140,1667,0,0,0,0,4,556,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,6,992886,992762,-1,Normal,Normal
24167,of:0000000000000003,Port#:4,305119,25507953,100235704,284585,1667,0,0,0,0,4,556,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,992886,992762,-1,Normal,Normal
24168,of:0000000000000004,Port#:1,180370,51775152,12690013,299973,1670,0,0,0,0,4,556,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,957096,956964,-1,Normal,Normal
24169,of:0000000000000004,Port#:2,284587,100235982,25507953,305119,1670,0,0,0,0,4,556,278,2,5,0,0,0,0,4,0,6303353,0,6303353,0,True,0,5,957096,956964,-1,Normal,Normal
24170,of:000000000000000c,Port#:1,2937,61281348,86649379,411195,1677,0,0,0,0,121,4464648,5860,84,5,0,0,0,0,1,0,0,0,0,0,True,0,8,655012,654886,-1,Normal,Normal
24171,of:000000000000000c,Port#:2,3387,82021837,80369445,411358,1677,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,655012,654886,-1,Normal,Normal
24172,of:000000000000000c,Port#:3,177294,102016021,92183072,286764,1677,0,0,0,0,4,556,4465208,125,5,0,0,0,0,3,420203,4202034,420203,4202034,420203,True,0,8,655012,654886,-1,Normal,Normal
24173,of:000000000000000c,Port#:4,350353,21126301,59427596,213040,1677,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,655012,654886,-1,Normal,Normal
24174,of:000000000000000a,Port#:1,2392,37913207,86062839,247676,1680,0,0,0,0,78,5425,4989819,129,5,0,0,0,0,1,0,0,0,0,0,True,0,6,652156,652032,-1,Normal,Normal
24175,of:000000000000000a,Port#:2,2302,50489882,60863558,247190,1680,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,652156,652032,-1,Normal,Normal
24176,of:000000000000000a,Port#:3,177631,120912838,44314714,153191,1680,0,0,0,0,129,4989815,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,652156,652032,-1,Normal,Normal
24177,of:000000000000000a,Port#:4,349389,14766011,57088459,157066,1680,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,652156,652032,-1,Normal,Normal
24178,of:000000000000000b,Port#:1,2028,56762630,35366581,239624,1680,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,512240,512159,-1,Normal,Normal
24179,of:000000000000000b,Port#:2,185716,26789173,36637459,120458,1680,0,0,0,0,82,5985,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,512240,512159,-1,Normal,Normal
24180,of:0000000000000003,Port#:1,315891,82545609,57502822,316802,1677,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,992910,992786,-1,Normal,Normal
24181,of:0000000000000003,Port#:2,3362,69437146,99443871,415963,1677,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,992910,992786,-1,Normal,Normal
24182,of:0000000000000003,Port#:3,120709,55563843,76438731,318146,1677,0,0,0,0,4,556,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,992910,992786,-1,Normal,Normal
24183,of:0000000000000003,Port#:4,305125,25508787,100236538,284591,1677,0,0,0,0,4,556,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,992910,992786,-1,Normal,Normal
24184,of:0000000000000004,Port#:1,180376,51775986,12691125,299981,1680,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,957120,956988,-1,Normal,Normal
24185,of:0000000000000004,Port#:2,284593,100236816,25509065,305127,1680,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,957120,956988,-1,Normal,Normal
24186,of:000000000000000c,Port#:1,2990,63120127,86653202,411242,1687,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,655134,655008,-1,Normal,Normal
24187,of:000000000000000c,Port#:2,3387,82021837,80370285,411364,1687,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,655134,655008,-1,Normal,Normal
24188,of:000000000000000c,Port#:3,177300,102016855,94022691,286823,1687,0,0,0,0,4,556,280,2,5,0,0,0,0,3,0,6303353,0,6303353,0,True,0,6,655134,655008,-1,Normal,Normal
24189,of:000000000000000c,Port#:4,350359,21127135,59428436,213046,1687,0,0,0,0,4,556,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,655134,655008,-1,Normal,Normal
24190,of:000000000000000a,Port#:1,2392,37913207,86063679,247682,1690,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,652176,652052,-1,Normal,Normal
24191,of:000000000000000a,Port#:2,2302,50489882,60864398,247196,1690,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,652176,652052,-1,Normal,Normal
24192,of:000000000000000a,Port#:3,177637,120913672,44315554,153197,1690,0,0,0,0,4,556,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,652176,652052,-1,Normal,Normal
24193,of:000000000000000a,Port#:4,349395,14766845,57089299,157072,1690,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,652176,652052,-1,Normal,Normal
24194,of:000000000000000b,Port#:1,2028,56762630,35367421,239630,1690,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,512252,512171,-1,Normal,Normal
24195,of:000000000000000b,Port#:2,185722,26790013,36638299,120464,1690,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,512252,512171,-1,Normal,Normal
24196,of:0000000000000003,Port#:1,315891,82545609,57503656,316808,1687,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,993094,992970,-1,Normal,Normal
24197,of:0000000000000003,Port#:2,3431,69441720,103909419,416091,1687,0,0,0,0,69,4574,4464992,124,4,0,0,0,0,2,0,0,0,0,0,True,0,6,993094,992970,-1,Normal,Normal
24198,of:0000000000000003,Port#:3,120837,60029391,76444139,318221,1687,0,0,0,0,126,4465270,4852,71,4,0,0,0,0,3,0,0,0,0,0,True,0,6,993094,992970,-1,Normal,Normal
24199,of:0000000000000003,Port#:4,305131,25509621,100237372,284597,1687,0,0,0,0,4,556,278,2,4,0,0,0,0,4,0,0,0,0,0,True,0,6,993094,992970,-1,Normal,Normal
24200,of:0000000000000004,Port#:1,180382,51776820,12691959,299987,1690,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,957144,957012,-1,Normal,Normal
24201,of:0000000000000004,Port#:2,284599,100237650,25509899,305133,1690,0,0,0,0,2,278,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,957144,957012,-1,Normal,Normal
24202,of:000000000000000c,Port#:1,2990,63120127,86654322,411250,1697,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,655152,655026,-1,Normal,Normal
24203,of:000000000000000c,Port#:2,3387,82021837,80371405,411372,1697,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,655152,655026,-1,Normal,Normal
24204,of:000000000000000c,Port#:3,177306,102017689,94023811,286831,1697,0,0,0,0,2,278,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,655152,655026,-1,Normal,Normal
24205,of:000000000000000c,Port#:4,350365,21127969,59429556,213054,1697,0,0,0,0,2,278,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,655152,655026,-1,Normal,Normal
24206,of:000000000000000a,Port#:1,2392,37913207,86063959,247684,1695,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,652194,652070,-1,Normal,Normal
24207,of:000000000000000a,Port#:2,2302,50489882,60864678,247198,1695,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,652194,652070,-1,Normal,Normal
24208,of:000000000000000a,Port#:3,177639,120913950,44315834,153199,1695,0,0,0,0,2,278,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,652194,652070,-1,Normal,Normal
24209,of:000000000000000a,Port#:4,349397,14767123,57089579,157074,1695,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,652194,652070,-1,Normal,Normal
24210,of:000000000000000b,Port#:1,2028,56762630,35368261,239636,1700,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,512264,512183,-1,Normal,Normal
24211,of:000000000000000b,Port#:2,185728,26790853,36639139,120470,1700,0,0,0,0,4,560,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,512264,512183,-1,Normal,Normal
24212,of:0000000000000003,Port#:1,316010,86879053,57509540,316888,1697,0,0,0,0,119,4333444,5328,76,5,0,0,0,0,1,0,0,0,0,0,True,0,8,993396,993272,-1,Normal,Normal
24213,of:0000000000000003,Port#:2,3539,69449145,110082771,416271,1697,0,0,0,0,72,4772,4334000,123,5,0,0,0,0,2,0,0,0,0,0,True,0,8,993396,993272,-1,Normal,Normal
24214,of:0000000000000003,Port#:3,120896,61869021,76447904,318265,1697,0,0,0,0,2,278,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,993396,993272,-1,Normal,Normal
24215,of:0000000000000003,Port#:4,305137,25510455,100238484,284605,1697,0,0,0,0,2,278,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,993396,993272,-1,Normal,Normal
24216,of:0000000000000004,Port#:1,180388,51777654,12692793,299993,1700,0,0,0,0,2,278,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,957168,957036,-1,Normal,Normal
24217,of:0000000000000004,Port#:2,284605,100238484,25510733,305139,1700,0,0,0,0,2,278,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,957168,957036,-1,Normal,Normal
24218,of:000000000000000c,Port#:1,2990,63120127,86655204,411257,1707,0,0,0,0,0,0,602,5,5,0,0,0,0,1,0,0,0,0,0,True,0,4,655172,655046,-1,Normal,Normal
24219,of:000000000000000c,Port#:2,3387,82021837,80372287,411379,1707,0,0,0,0,0,0,602,5,5,0,0,0,0,2,0,0,0,0,0,True,0,4,655172,655046,-1,Normal,Normal
24220,of:000000000000000c,Port#:3,177313,102018565,94024651,286837,1707,0,0,0,0,3,320,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,655172,655046,-1,Normal,Normal
24221,of:000000000000000c,Port#:4,350372,21128845,59430438,213061,1707,0,0,0,0,3,320,602,5,5,0,0,0,0,4,0,0,0,0,0,True,0,4,655172,655046,-1,Normal,Normal
24222,of:000000000000000a,Port#:1,2438,39096081,86068045,247737,1705,0,0,0,0,46,1182874,3526,49,5,0,0,0,0,1,568,7746,568,7746,568,True,0,6,652503,652379,-1,Normal,Normal
24223,of:000000000000000a,Port#:2,2302,50489882,60865840,247207,1705,0,0,0,0,0,0,602,5,5,0,0,0,0,2,0,0,0,0,0,True,0,6,652503,652379,-1,Normal,Normal
24224,of:000000000000000a,Port#:3,177692,120918028,44316996,153208,1705,0,0,0,0,49,3522,602,5,5,0,0,0,0,3,0,0,0,0,0,True,0,6,652503,652379,-1,Normal,Normal
24225,of:000000000000000a,Port#:4,349406,14768277,58273573,157128,1705,0,0,0,0,5,598,1183434,50,5,0,0,0,0,4,564560,6303285,564560,6303285,564560,True,0,6,652503,652379,-1,Normal,Normal
24226,of:000000000000000b,Port#:1,2028,56762630,35369143,239643,1710,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,True,0,4,512280,512199,-1,Normal,Normal
24227,of:000000000000000b,Port#:2,185735,26791735,36640021,120477,1710,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,True,0,4,512280,512199,-1,Normal,Normal
24228,of:0000000000000003,Port#:1,316066,88849101,57513068,316931,1707,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,8,993530,993406,-1,Normal,Normal
24229,of:0000000000000003,Port#:2,3575,69451797,112053695,416334,1707,0,0,0,0,0,0,598,5,5,0,0,0,0,2,0,0,0,0,0,True,0,8,993530,993406,-1,Normal,Normal
24230,of:0000000000000003,Port#:3,120903,61869897,76448738,318271,1707,0,0,0,0,3,320,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,993530,993406,-1,Normal,Normal
24231,of:0000000000000003,Port#:4,305144,25511331,100239360,284612,1707,0,0,0,0,3,320,598,5,5,0,0,0,0,4,0,0,0,0,0,True,0,8,993530,993406,-1,Normal,Normal
24232,of:0000000000000004,Port#:1,180396,51778766,12693669,300000,1710,0,0,0,0,4,556,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,957202,957070,-1,Normal,Normal
24233,of:0000000000000004,Port#:2,284614,100239638,25511609,305146,1710,0,0,0,0,4,556,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,957202,957070,-1,Normal,Normal
24234,of:000000000000000c,Port#:1,3079,63126021,90989422,411381,1717,0,0,0,0,89,5894,4333938,122,4,0,0,0,0,1,0,0,0,0,0,True,0,6,655394,655268,-1,Normal,Normal
24235,of:000000000000000c,Port#:2,3387,82021837,80373127,411385,1717,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,655394,655268,-1,Normal,Normal
24236,of:000000000000000c,Port#:3,177439,106353055,94025491,286843,1717,0,0,0,0,122,4333934,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,6,655394,655268,-1,Normal,Normal
24237,of:000000000000000c,Port#:4,350380,21129957,59437172,213156,1717,0,0,0,0,4,556,6454,93,4,0,0,0,0,4,0,0,0,0,0,True,0,6,655394,655268,-1,Normal,Normal
24238,of:000000000000000a,Port#:1,2566,44216608,86074061,247815,1720,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,7746,0,7746,0,True,0,6,652521,652397,-1,Normal,Normal
24239,of:000000000000000a,Port#:2,2302,50489882,60866960,247215,1720,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,652521,652397,-1,Normal,Normal
24240,of:000000000000000a,Port#:3,177770,120924036,44318116,153216,1720,0,0,0,0,2,278,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,652521,652397,-1,Normal,Normal
24241,of:000000000000000a,Port#:4,349414,14769389,63395220,157264,1720,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,6303285,0,6303285,0,True,0,6,652521,652397,-1,Normal,Normal
24242,of:000000000000000b,Port#:1,2028,56762630,35369983,239649,1720,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,0,0,0,0,True,0,4,512292,512211,-1,Normal,Normal
24243,of:000000000000000b,Port#:2,185741,26792575,36640861,120483,1720,0,0,0,0,2,280,280,2,4,0,0,0,0,2,0,0,0,0,0,True,0,4,512292,512211,-1,Normal,Normal
24244,of:0000000000000003,Port#:1,316066,88849101,57513902,316937,1717,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,993554,993430,-1,Normal,Normal
24245,of:0000000000000003,Port#:2,3575,69451797,112054529,416340,1717,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,993554,993430,-1,Normal,Normal
24246,of:0000000000000003,Port#:3,120911,61871009,76449572,318277,1717,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,993554,993430,-1,Normal,Normal
24247,of:0000000000000003,Port#:4,305152,25512443,100240194,284618,1717,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,993554,993430,-1,Normal,Normal
24248,of:0000000000000004,Port#:1,180576,58083027,12694503,300006,1720,0,0,0,0,132,5121085,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,957400,957268,-1,Normal,Normal
24249,of:0000000000000004,Port#:2,284620,100240472,25512443,305152,1720,0,0,0,0,4,556,278,2,5,0,0,0,0,4,564560,6303353,564560,6303353,564560,True,0,5,957400,957268,-1,Normal,Normal
24250,of:000000000000000c,Port#:1,3112,63128476,92960311,411443,1727,0,0,0,0,0,0,280,2,5,0,0,0,0,1,630335,6303353,630335,6303353,630335,True,0,6,655510,655384,-1,Normal,Normal
24251,of:000000000000000c,Port#:2,3387,82021837,80373967,411391,1727,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,655510,655384,-1,Normal,Normal
24252,of:000000000000000c,Port#:3,177501,108323938,94026331,286849,1727,0,0,0,0,4,556,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,655510,655384,-1,Normal,Normal
24253,of:000000000000000c,Port#:4,350386,21130791,59440467,213195,1727,0,0,0,0,4,556,280,2,5,0,0,0,0,4,827,8275,827,8275,827,True,0,6,655510,655384,-1,Normal,Normal
24254,of:000000000000000a,Port#:1,2566,44216608,86075181,247823,1730,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,652545,652421,-1,Normal,Normal
24255,of:000000000000000a,Port#:2,2302,50489882,60868080,247223,1730,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,652545,652421,-1,Normal,Normal
24256,of:000000000000000a,Port#:3,177778,120925148,44319236,153224,1730,0,0,0,0,4,556,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,4,652545,652421,-1,Normal,Normal
24257,of:000000000000000a,Port#:4,349422,14770501,63396340,157272,1730,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,652545,652421,-1,Normal,Normal
24258,of:000000000000000b,Port#:1,2028,56762630,35371103,239657,1730,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,512306,512225,-1,Normal,Normal
24259,of:000000000000000b,Port#:2,185749,26793695,36641981,120491,1730,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,512306,512225,-1,Normal,Normal
24260,of:0000000000000003,Port#:1,316141,88854071,61848246,317063,1727,0,0,0,0,75,4970,4333788,122,5,0,0,0,0,1,0,0,0,0,0,True,0,6,993741,993617,-1,Normal,Normal
24261,of:0000000000000003,Port#:2,3575,69451797,112055363,416346,1727,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,993741,993617,-1,Normal,Normal
24262,of:0000000000000003,Port#:3,121037,66205353,76455376,318358,1727,0,0,0,0,124,4334066,5248,77,5,0,0,0,0,3,0,0,0,0,0,True,0,6,993741,993617,-1,Normal,Normal
24263,of:0000000000000003,Port#:4,305158,25513277,100241028,284624,1727,0,0,0,0,4,556,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,993741,993617,-1,Normal,Normal
24264,of:0000000000000004,Port#:1,180582,58083861,12695615,300014,1730,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,957424,957292,-1,Normal,Normal
24265,of:0000000000000004,Port#:2,284626,100241306,25513555,305160,1730,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,6303353,0,6303353,0,True,0,5,957424,957292,-1,Normal,Normal
24266,of:000000000000000c,Port#:1,3226,67330518,92966055,411523,1737,0,0,0,0,114,4202042,5184,76,5,0,0,0,0,1,0,0,0,0,0,True,0,8,655712,655586,-1,Normal,Normal
24267,of:000000000000000c,Port#:2,3387,82021837,80374807,411397,1737,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,8,655712,655586,-1,Normal,Normal
24268,of:000000000000000c,Port#:3,177581,108329676,98229213,286969,1737,0,0,0,0,78,5460,4202322,116,5,0,0,0,0,3,407069,4070698,407069,4070698,407069,True,0,8,655712,655586,-1,Normal,Normal
24269,of:000000000000000c,Port#:4,350392,21131625,59441307,213201,1737,0,0,0,0,4,556,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,8,655712,655586,-1,Normal,Normal
24270,of:000000000000000a,Port#:1,2566,44216608,86076021,247829,1740,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,652563,652439,-1,Normal,Normal
24271,of:000000000000000a,Port#:2,2302,50489882,60868920,247229,1740,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,652563,652439,-1,Normal,Normal
24272,of:000000000000000a,Port#:3,177784,120925982,44320076,153230,1740,0,0,0,0,4,556,560,4,4,0,0,0,0,3,0,0,0,0,0,True,0,4,652563,652439,-1,Normal,Normal
24273,of:000000000000000a,Port#:4,349428,14771335,63397180,157278,1740,0,0,0,0,4,556,560,4,4,0,0,0,0,4,0,0,0,0,0,True,0,4,652563,652439,-1,Normal,Normal
24274,of:000000000000000b,Port#:1,2028,56762630,35371943,239663,1740,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,512318,512237,-1,Normal,Normal
24275,of:000000000000000b,Port#:2,185755,26794535,36642821,120497,1740,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,512318,512237,-1,Normal,Normal
